estabilidade,tempo,roll_max,roll_min,roll_oscilation,pitch_max,pitch_min,pitch_oscilation
False,58.29557991027832,5.448756956591983,-5.676869952990035,11.125626909582017,6.837402067176828,-6.465019063502621,13.302421130679447
False,60.983110189437866,9.357641920123893,-11.752862925820892,21.110504845944785,8.985602282272234,-10.850810678434891,19.836412960707126
False,51.12830686569214,6.2122590490668514,-4.22796430179548,10.440223350862329,7.447280533228371,-4.81167762144673,12.2589581546751
False,54.606629371643066,5.676322834297187,-4.092008629742026,9.768331464039214,4.76521813344536,-5.185368296998058,9.950586430443417
False,55.57201051712036,5.377098304452581,-5.003572630412716,10.380670934865298,6.266713575796614,-5.63088777504579,11.897601350842402
False,46.73994421958923,4.705504334130937,-4.597661739095239,9.303166073226175,4.785267488014125,-4.786833786792781,9.572101274806906
False,49.59736108779907,6.749637221813784,-5.781287462982937,12.530924684796721,6.782011261187617,-6.359379831337037,13.141391092524655
False,50.07362151145935,7.642562734642963,-4.3053598468372885,11.947922581480249,5.6291054465694055,-5.85774117156989,11.486846618139296
False,56.51711082458496,6.083405999677095,-4.633576384358141,10.716982384035237,6.044074047108332,-6.27908866013621,12.32316270724454
False,55.05903744697571,7.874080184769949,-6.131092089929782,14.00517227469973,7.995276879160386,-6.935311442446315,14.930588321606702
False,60.8198618888855,6.589554444798224,-5.930756465622681,12.520310910420905,9.15666486553621,-7.1500934845139055,16.306758350050117
